?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany50-DFN-1month-200502

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 1month
  time  = 200502
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany50
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Aachen ( 6.04 50.76 )
  Augsburg ( 10.90 48.33 )
  Bayreuth ( 11.59 49.93 )
  Berlin ( 13.39 52.52 )
  Bielefeld ( 8.50 52.04 )
  Braunschweig ( 10.55 52.28 )
  Bremen ( 8.85 53.11 )
  Bremerhaven ( 8.58 53.54 )
  Chemnitz ( 12.93 50.84 )
  Darmstadt ( 8.65 49.89 )
  Dortmund ( 7.45 51.51 )
  Dresden ( 13.73 51.03 )
  Duesseldorf ( 6.77 51.25 )
  Erfurt ( 11.04 50.98 )
  Essen ( 7.02 51.46 )
  Flensburg ( 9.45 54.77 )
  Frankfurt ( 8.71 50.12 )
  Freiburg ( 7.80 47.98 )
  Fulda ( 9.69 50.56 )
  Giessen ( 8.67 50.57 )
  Greifswald ( 13.40 54.09 )
  Hamburg ( 9.99 53.57 )
  Hannover ( 9.72 52.38 )
  Kaiserslautern ( 7.75 49.43 )
  Karlsruhe ( 8.41 49.01 )
  Kassel ( 9.51 51.32 )
  Kempten ( 10.32 47.72 )
  Kiel ( 10.12 54.34 )
  Koblenz ( 7.52 50.40 )
  Koeln ( 6.87 50.94 )
  Konstanz ( 9.18 47.66 )
  Leipzig ( 12.38 51.34 )
  Magdeburg ( 11.64 52.14 )
  Mannheim ( 8.49 49.49 )
  Muenchen ( 11.57 48.15 )
  Muenster ( 7.60 51.97 )
  Norden ( 7.21 53.60 )
  Nuernberg ( 11.03 49.57 )
  Oldenburg ( 8.21 53.11 )
  Osnabrueck ( 8.03 52.28 )
  Passau ( 13.46 48.57 )
  Regensburg ( 12.09 49.00 )
  Saarbruecken ( 7.03 49.23 )
  Schwerin ( 11.45 53.55 )
  Siegen ( 8.03 50.91 )
  Stuttgart ( 9.10 48.74 )
  Trier ( 6.68 49.75 )
  Ulm ( 9.99 48.40 )
  Wesel ( 6.37 51.39 )
  Wuerzburg ( 9.97 49.78 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Konstanz_Greifswald ( Konstanz Greifswald ) 1 0.000002 UNLIMITED
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.027846 UNLIMITED
  Hamburg_Wuerzburg ( Hamburg Wuerzburg ) 1 0.055238 UNLIMITED
  Kassel_Giessen ( Kassel Giessen ) 1 0.239117 UNLIMITED
  Wuerzburg_Schwerin ( Wuerzburg Schwerin ) 1 0.002392 UNLIMITED
  Ulm_Kaiserslautern ( Ulm Kaiserslautern ) 1 0.000012 UNLIMITED
  Regensburg_Magdeburg ( Regensburg Magdeburg ) 1 0.011932 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 1.033803 UNLIMITED
  Frankfurt_Kaiserslautern ( Frankfurt Kaiserslautern ) 1 10.278846 UNLIMITED
  Bayreuth_Berlin ( Bayreuth Berlin ) 1 0.32166 UNLIMITED
  Magdeburg_Muenster ( Magdeburg Muenster ) 1 0.008237 UNLIMITED
  Erfurt_Norden ( Erfurt Norden ) 1 0.000276 UNLIMITED
  Magdeburg_Nuernberg ( Magdeburg Nuernberg ) 1 0.00459 UNLIMITED
  Osnabrueck_Bremen ( Osnabrueck Bremen ) 1 0.024834 UNLIMITED
  Dresden_Berlin ( Dresden Berlin ) 1 3.817374 UNLIMITED
  Passau_Oldenburg ( Passau Oldenburg ) 1 0.019197 UNLIMITED
  Freiburg_Kaiserslautern ( Freiburg Kaiserslautern ) 1 0.000502 UNLIMITED
  Schwerin_Essen ( Schwerin Essen ) 1 0.018728 UNLIMITED
  Bremerhaven_Berlin ( Bremerhaven Berlin ) 1 0.08 UNLIMITED
  Muenster_Karlsruhe ( Muenster Karlsruhe ) 1 0.259954 UNLIMITED
  Passau_Fulda ( Passau Fulda ) 1 0.000027 UNLIMITED
  Duesseldorf_Flensburg ( Duesseldorf Flensburg ) 1 0.000524 UNLIMITED
  Bayreuth_Braunschweig ( Bayreuth Braunschweig ) 1 0.350751 UNLIMITED
  Kaiserslautern_Frankfurt ( Kaiserslautern Frankfurt ) 1 76.642332 UNLIMITED
  Giessen_Siegen ( Giessen Siegen ) 1 0.007208 UNLIMITED
  Greifswald_Darmstadt ( Greifswald Darmstadt ) 1 2.302284 UNLIMITED
  Karlsruhe_Magdeburg ( Karlsruhe Magdeburg ) 1 0.075827 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 6.682653 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 67.852347 UNLIMITED
  Bremen_Greifswald ( Bremen Greifswald ) 1 0.049701 UNLIMITED
  Muenchen_Kaiserslautern ( Muenchen Kaiserslautern ) 1 0.193989 UNLIMITED
  Wuerzburg_Bremerhaven ( Wuerzburg Bremerhaven ) 1 0.000467 UNLIMITED
  Kassel_Erfurt ( Kassel Erfurt ) 1 4.533966 UNLIMITED
  Bayreuth_Duesseldorf ( Bayreuth Duesseldorf ) 1 0.001156 UNLIMITED
  Saarbruecken_Siegen ( Saarbruecken Siegen ) 1 0.001137 UNLIMITED
  Darmstadt_Osnabrueck ( Darmstadt Osnabrueck ) 1 0.900824 UNLIMITED
  Essen_Kiel ( Essen Kiel ) 1 0.012409 UNLIMITED
  Muenster_Bremen ( Muenster Bremen ) 1 0.104968 UNLIMITED
  Regensburg_Schwerin ( Regensburg Schwerin ) 1 0.016088 UNLIMITED
  Siegen_Osnabrueck ( Siegen Osnabrueck ) 1 0.001761 UNLIMITED
  Berlin_Magdeburg ( Berlin Magdeburg ) 1 0.62114 UNLIMITED
  Oldenburg_Bremen ( Oldenburg Bremen ) 1 0.510708 UNLIMITED
  Mannheim_Muenster ( Mannheim Muenster ) 1 0.001984 UNLIMITED
  Bayreuth_Kassel ( Bayreuth Kassel ) 1 0.023233 UNLIMITED
  Berlin_Freiburg ( Berlin Freiburg ) 1 0.000497 UNLIMITED
  Giessen_Greifswald ( Giessen Greifswald ) 1 0.004036 UNLIMITED
  Konstanz_Koeln ( Konstanz Koeln ) 1 0.00001 UNLIMITED
  Frankfurt_Darmstadt ( Frankfurt Darmstadt ) 1 6.78655 UNLIMITED
