?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany50-DFN-1month-200409

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 1month
  time  = 200409
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany50
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Aachen ( 6.04 50.76 )
  Augsburg ( 10.90 48.33 )
  Bayreuth ( 11.59 49.93 )
  Berlin ( 13.39 52.52 )
  Bielefeld ( 8.50 52.04 )
  Braunschweig ( 10.55 52.28 )
  Bremen ( 8.85 53.11 )
  Bremerhaven ( 8.58 53.54 )
  Chemnitz ( 12.93 50.84 )
  Darmstadt ( 8.65 49.89 )
  Dortmund ( 7.45 51.51 )
  Dresden ( 13.73 51.03 )
  Duesseldorf ( 6.77 51.25 )
  Erfurt ( 11.04 50.98 )
  Essen ( 7.02 51.46 )
  Flensburg ( 9.45 54.77 )
  Frankfurt ( 8.71 50.12 )
  Freiburg ( 7.80 47.98 )
  Fulda ( 9.69 50.56 )
  Giessen ( 8.67 50.57 )
  Greifswald ( 13.40 54.09 )
  Hamburg ( 9.99 53.57 )
  Hannover ( 9.72 52.38 )
  Kaiserslautern ( 7.75 49.43 )
  Karlsruhe ( 8.41 49.01 )
  Kassel ( 9.51 51.32 )
  Kempten ( 10.32 47.72 )
  Kiel ( 10.12 54.34 )
  Koblenz ( 7.52 50.40 )
  Koeln ( 6.87 50.94 )
  Konstanz ( 9.18 47.66 )
  Leipzig ( 12.38 51.34 )
  Magdeburg ( 11.64 52.14 )
  Mannheim ( 8.49 49.49 )
  Muenchen ( 11.57 48.15 )
  Muenster ( 7.60 51.97 )
  Norden ( 7.21 53.60 )
  Nuernberg ( 11.03 49.57 )
  Oldenburg ( 8.21 53.11 )
  Osnabrueck ( 8.03 52.28 )
  Passau ( 13.46 48.57 )
  Regensburg ( 12.09 49.00 )
  Saarbruecken ( 7.03 49.23 )
  Schwerin ( 11.45 53.55 )
  Siegen ( 8.03 50.91 )
  Stuttgart ( 9.10 48.74 )
  Trier ( 6.68 49.75 )
  Ulm ( 9.99 48.40 )
  Wesel ( 6.37 51.39 )
  Wuerzburg ( 9.97 49.78 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.044719 UNLIMITED
  Hamburg_Wuerzburg ( Hamburg Wuerzburg ) 1 0.009931 UNLIMITED
  Kassel_Giessen ( Kassel Giessen ) 1 0.339462 UNLIMITED
  Wuerzburg_Schwerin ( Wuerzburg Schwerin ) 1 0.003734 UNLIMITED
  Ulm_Kaiserslautern ( Ulm Kaiserslautern ) 1 0.000004 UNLIMITED
  Regensburg_Magdeburg ( Regensburg Magdeburg ) 1 0.007615 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 3.251151 UNLIMITED
  Frankfurt_Kaiserslautern ( Frankfurt Kaiserslautern ) 1 11.35182 UNLIMITED
  Bayreuth_Berlin ( Bayreuth Berlin ) 1 0.233134 UNLIMITED
  Magdeburg_Muenster ( Magdeburg Muenster ) 1 0.007291 UNLIMITED
  Erfurt_Norden ( Erfurt Norden ) 1 0.000316 UNLIMITED
  Magdeburg_Nuernberg ( Magdeburg Nuernberg ) 1 0.056957 UNLIMITED
  Osnabrueck_Bremen ( Osnabrueck Bremen ) 1 0.030274 UNLIMITED
  Dresden_Berlin ( Dresden Berlin ) 1 2.81229 UNLIMITED
  Passau_Oldenburg ( Passau Oldenburg ) 1 0.013715 UNLIMITED
  Freiburg_Kaiserslautern ( Freiburg Kaiserslautern ) 1 0.001159 UNLIMITED
  Bremerhaven_Berlin ( Bremerhaven Berlin ) 1 0.101841 UNLIMITED
  Schwerin_Essen ( Schwerin Essen ) 1 0.011565 UNLIMITED
  Muenster_Karlsruhe ( Muenster Karlsruhe ) 1 0.189132 UNLIMITED
  Passau_Fulda ( Passau Fulda ) 1 0.000011 UNLIMITED
  Duesseldorf_Flensburg ( Duesseldorf Flensburg ) 1 0.000103 UNLIMITED
  Bayreuth_Braunschweig ( Bayreuth Braunschweig ) 1 0.479919 UNLIMITED
  Kaiserslautern_Frankfurt ( Kaiserslautern Frankfurt ) 1 66.147314 UNLIMITED
  Giessen_Siegen ( Giessen Siegen ) 1 0.002087 UNLIMITED
  Greifswald_Darmstadt ( Greifswald Darmstadt ) 1 1.63345 UNLIMITED
  Karlsruhe_Magdeburg ( Karlsruhe Magdeburg ) 1 0.006585 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 1.731864 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 80.161558 UNLIMITED
  Bremen_Greifswald ( Bremen Greifswald ) 1 0.076672 UNLIMITED
  Muenchen_Kaiserslautern ( Muenchen Kaiserslautern ) 1 0.788012 UNLIMITED
  Wuerzburg_Bremerhaven ( Wuerzburg Bremerhaven ) 1 0.000537 UNLIMITED
  Kassel_Erfurt ( Kassel Erfurt ) 1 3.299928 UNLIMITED
  Bayreuth_Duesseldorf ( Bayreuth Duesseldorf ) 1 0.007908 UNLIMITED
  Saarbruecken_Siegen ( Saarbruecken Siegen ) 1 0.000724 UNLIMITED
  Darmstadt_Osnabrueck ( Darmstadt Osnabrueck ) 1 0.881989 UNLIMITED
  Essen_Kiel ( Essen Kiel ) 1 0.02391 UNLIMITED
  Muenster_Bremen ( Muenster Bremen ) 1 0.091128 UNLIMITED
  Regensburg_Schwerin ( Regensburg Schwerin ) 1 0.018024 UNLIMITED
  Siegen_Osnabrueck ( Siegen Osnabrueck ) 1 0.001143 UNLIMITED
  Berlin_Magdeburg ( Berlin Magdeburg ) 1 0.545179 UNLIMITED
  Oldenburg_Bremen ( Oldenburg Bremen ) 1 0.654468 UNLIMITED
  Mannheim_Muenster ( Mannheim Muenster ) 1 0.001793 UNLIMITED
  Bayreuth_Kassel ( Bayreuth Kassel ) 1 0.057165 UNLIMITED
  Berlin_Freiburg ( Berlin Freiburg ) 1 0.000434 UNLIMITED
  Giessen_Greifswald ( Giessen Greifswald ) 1 0.007132 UNLIMITED
  Konstanz_Koeln ( Konstanz Koeln ) 1 0.000039 UNLIMITED
  Frankfurt_Darmstadt ( Frankfurt Darmstadt ) 1 17.068218 UNLIMITED
  Kaiserslautern_Koeln ( Kaiserslautern Koeln ) 1 0.777234 UNLIMITED
  Muenchen_Passau ( Muenchen Passau ) 1 0.259435 UNLIMITED
  Duesseldorf_Kempten ( Duesseldorf Kempten ) 1 0.000004 UNLIMITED
  Magdeburg_Erfurt ( Magdeburg Erfurt ) 1 0.56741 UNLIMITED
  Freiburg_Bremen ( Freiburg Bremen ) 1 0.000079 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.000013 UNLIMITED
  Saarbruecken_Koeln ( Saarbruecken Koeln ) 1 0.055308 UNLIMITED
  Freiburg_Regensburg ( Freiburg Regensburg ) 1 0.000027 UNLIMITED
  Augsburg_Duesseldorf ( Augsburg Duesseldorf ) 1 0.000279 UNLIMITED
  Chemnitz_Duesseldorf ( Chemnitz Duesseldorf ) 1 0.007166 UNLIMITED
  Berlin_Wuerzburg ( Berlin Wuerzburg ) 1 0.112566 UNLIMITED
  Regensburg_Osnabrueck ( Regensburg Osnabrueck ) 1 0.014658 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.00305 UNLIMITED
  Erfurt_Hannover ( Erfurt Hannover ) 1 0.437156 UNLIMITED
  Braunschweig_Fulda ( Braunschweig Fulda ) 1 0.000893 UNLIMITED
  Nuernberg_Kaiserslautern ( Nuernberg Kaiserslautern ) 1 0.022392 UNLIMITED
  Koeln_Darmstadt ( Koeln Darmstadt ) 1 3.442713 UNLIMITED
  Erfurt_Frankfurt ( Erfurt Frankfurt ) 1 56.096748 UNLIMITED
  Essen_Darmstadt ( Essen Darmstadt ) 1 1.684151 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.553655 UNLIMITED
  Konstanz_Nuernberg ( Konstanz Nuernberg ) 1 0.000014 UNLIMITED
  Siegen_Kassel ( Siegen Kassel ) 1 0.014304 UNLIMITED
  Oldenburg_Greifswald ( Oldenburg Greifswald ) 1 0.026412 UNLIMITED
  Konstanz_Oldenburg ( Konstanz Oldenburg ) 1 0.000014 UNLIMITED
  Darmstadt_Karlsruhe ( Darmstadt Karlsruhe ) 1 0.52157 UNLIMITED
  Kempten_Norden ( Kempten Norden ) 1 0.000001 UNLIMITED
  Essen_Regensburg ( Essen Regensburg ) 1 0.021078 UNLIMITED
  Dortmund_Oldenburg ( Dortmund Oldenburg ) 1 0.073577 UNLIMITED
